IndicatorId	IndicatorName	IndicatorShortName	Source	SourceYear	Author	LocationId	Location	Iso2	Iso3	TimeId	Time	VariantId	Variant	SexId	Sex	AgeId	AgeStart	AgeEnd	Age	CategoryId	Category	EstimateTypeId	EstimateType	EstimateMethodId	EstimateMethod	Value
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	19	"1968"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	2922794.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	20	"1969"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	2940752.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	21	"1970"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	2961403.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	22	"1971"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	2993120.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	23	"1972"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3037153
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	24	"1973"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3084434.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	25	"1974"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3132177.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	26	"1975"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3180118.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	27	"1976"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3228401.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	28	"1977"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3277756
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	29	"1978"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3329183
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	30	"1979"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3375801
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	31	"1980"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3415239.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	32	"1981"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3448826.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	33	"1982"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3475536
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	34	"1983"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3497607.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	35	"1984"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3515954.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	36	"1985"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3531270.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	37	"1986"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3541867.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	38	"1987"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3540380.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	39	"1988"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3525095.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	40	"1989"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3511070.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	41	"1990"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3514018
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	42	"1991"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3534260
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	43	"1992"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3558421
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	44	"1993"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3576122
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	45	"1994"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3590156.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	46	"1995"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3610697
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	47	"1996"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3638509
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	48	"1997"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3672292.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	49	"1998"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3711073.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	50	"1999"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3752937.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	51	"2000"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3802585
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	52	"2001"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3862981
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	53	"2002"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3928443
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	54	"2003"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	3992935
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	55	"2004"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4066064.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	56	"2005"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4155283.9999999995
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	57	"2006"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4268777.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	58	"2007"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4393513
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	59	"2008"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4485999.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	60	"2009"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4533752
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	61	"2010"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4559080
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	62	"2011"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4579602.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	63	"2012"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4600132
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	64	"2013"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4624686.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	65	"2014"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4658238.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	66	"2015"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4702487
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	67	"2016"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4753503
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	68	"2017"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4810260.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	69	"2018"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4872555.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	70	"2019"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4933491
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	71	"2020"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	4982606.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	72	"2021"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	2	"Interpolation"	5028425.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	73	"2022"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5110015.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	74	"2023"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5196630
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	75	"2024"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5255017.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	76	"2025"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5308039
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	77	"2026"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5356950
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	78	"2027"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5402888
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	79	"2028"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5446621
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	80	"2029"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5487473.5
49	"Total population by sex"	"Total population by sex"	"World Population Prospects"	2024	"United Nations Population Division"	372	"Ireland"	"IE"	"IRL"	81	"2030"	4	"Median"	3	"Both sexes"	188	0	-1	"Total"	0	"Not applicable"	1	"Model-based Estimates"	3	"Projection"	5525093.5
